DY
112
61
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61
2.614500;1.858800;1.858800;1.216600;1.216600;0.484770;0.484770;-0.235750;-0.235750;-0.739960;-0.739960;-0.638650;-0.638650;-0.638650;-0.638650;-0.638650;-0.638650;-0.533780;-0.533780;-0.425590;-0.425590;-0.317410;-0.317410;-0.317410;-0.317410;-0.425590;-0.425590;-0.425590;-0.425590;-0.425590;-0.425590;-0.644980;-0.644980;-0.533780;-0.533780;-0.536790;-0.536790;-0.425590;-0.425590;-0.317410;-0.317410;-0.206210;-0.206210;-0.064524;-0.064524;0.550230;0.550230;0.756160;0.756160;1.056500;1.056500;1.515400;1.515400;1.576800;1.576800;1.395900;1.395900;1.327700;1.327700;1.045000;1.000000
2.423800;1.941900;1.941900;1.294100;1.294100;0.954720;0.185310;0.185310;-0.449460;-0.449460;-0.362640;-0.184140;-0.184140;-0.449460;-0.362640;-0.362640;-0.184140;-0.184140;-0.184140;-0.273390;-0.273390;-0.097308;-0.097308;-0.184140;-0.273390;-0.273390;-0.273390;-0.273390;-0.273390;-0.449460;-0.449460;-0.273390;-0.362640;-0.362640;-0.454010;-0.454010;-0.245690;-0.364760;-0.364760;0.547270;0.547270;1.893500;2.769200;2.769200;2.994000;2.994000;2.898300;1.554000;1.554000;-0.292780;-1.613700;-1.613700;-2.553800;-2.553800;-2.721300;-3.180400;-3.180400;-3.425600;-3.425600;-3.368800;3.000000
2.307800;1.691000;1.691000;0.987660;0.987660;0.291960;-0.310290;-0.310290;-0.581810;-0.581810;-0.400870;-0.310290;-0.310290;-0.216860;-0.216860;-0.216860;-0.216860;-0.216860;-0.310290;-0.310290;-0.310290;-0.219720;-0.219720;-0.132220;-0.132220;-0.132220;-0.219720;-0.219720;-0.132220;-0.222790;-0.222790;-0.397800;-0.397800;-0.397800;-0.222790;-0.222790;-0.310290;-0.310290;-0.310290;-0.222790;-0.222790;0.173560;0.173560;0.515350;0.907510;0.907510;1.396900;1.396900;1.855800;1.562200;1.562200;1.132900;1.132900;0.843980;0.354560;0.354560;-0.310290;-0.310290;-0.514720;-0.614950;2.000000
1.775800;1.378900;1.378900;1.338200;1.338200;0.750400;-0.274940;-0.274940;-0.632500;-0.632500;-0.407250;-0.407250;-0.750680;-0.640000;-0.640000;-0.525440;-0.525440;-0.525440;-0.761480;-0.761480;-0.528730;-0.528730;-0.528730;-0.528730;-0.528730;-0.528730;-0.528730;-0.407250;-0.407250;-0.407250;-0.285780;-0.285780;-0.285780;-0.285780;-0.285780;-0.167590;-0.167590;-0.285780;-0.285780;-0.528730;-0.407250;-0.407250;-0.174510;-0.174510;0.172780;1.084400;1.084400;1.908400;1.908400;2.263900;2.443300;2.443300;1.977800;1.977800;1.184400;1.184400;0.481840;0.134730;0.134730;-0.277330;2.000000
0.971780;2.435600;2.435600;2.321200;2.321200;2.322600;2.343000;2.343000;2.280200;2.280200;2.280200;2.280200;2.280200;2.280200;2.280200;2.280200;2.280200;2.280200;2.280200;2.280200;2.280200;2.280200;2.280200;2.280200;2.280200;2.280200;2.280200;2.280200;2.280200;2.280200;2.280200;2.280200;2.280200;2.280200;2.280200;2.280200;2.280200;2.280200;0.445160;0.445160;0.834860;0.834860;1.152500;1.174400;1.174400;0.498170;0.498170;-0.288990;-0.954490;-0.954490;-1.600800;-1.989900;-1.989900;-2.007200;-2.007200;-2.240700;-2.673200;-2.673200;-2.448100;-1.772800;3.000000
2.634900;1.145100;1.145100;-0.361100;-0.361100;-0.361100;-0.361100;-0.361100;-0.364250;-0.453230;-0.453230;-0.453230;-0.367270;-0.367270;-0.367270;-0.367270;-0.367270;-0.278290;-0.278290;-0.278290;-0.278290;-0.278290;-0.278290;-0.370080;-0.370080;-0.370080;-0.370080;-0.370080;-0.278290;-0.278290;-0.278290;-0.186500;-0.186500;-0.186500;-0.278290;-0.278290;-0.464430;-0.464430;-0.464430;-0.464430;-0.370080;-0.370080;0.022934;0.022934;0.576320;1.154000;1.154000;1.620200;1.897600;1.897600;1.815200;1.457100;1.457100;0.980820;0.980820;0.616060;0.244340;0.244340;-0.177380;-0.379200;2.000000
3.346400;2.537200;2.537200;1.222100;1.222100;-0.020012;-0.183710;-0.183710;-0.266760;-0.266760;-0.266760;-0.266760;-0.454420;-0.266760;-0.266760;-0.360590;-0.360590;-0.360590;-0.454420;-0.454420;-0.266760;-0.266760;-0.360590;-0.454420;-0.454420;-0.454420;-0.454420;-0.360590;-0.454420;-0.454420;-0.454420;-0.454420;-0.360590;-0.360590;-0.457710;-0.360590;-0.360590;-0.457710;-0.457710;-0.457710;-0.360590;-0.360590;-0.033095;-0.033095;0.222140;0.878860;0.878860;1.295100;1.295100;1.817000;1.935700;1.935700;1.694100;1.694100;1.023800;1.023800;0.607560;-0.230730;-0.230730;-0.792710;2.000000
2.484000;1.963400;1.963400;1.342100;1.342100;0.906620;0.069869;0.069869;-0.221030;-0.221030;-0.221030;-0.221030;-0.221030;-0.396070;-0.396070;-0.308550;-0.486650;-0.486650;-0.396070;-0.396070;-0.486650;-0.399130;-0.399130;-0.492580;-0.498050;-0.498050;-0.492580;-0.492580;-0.402000;-0.402000;-0.402000;-0.215100;-0.215100;-0.028467;-0.308550;-0.308550;0.148030;0.148030;0.802030;1.283700;1.283700;1.249000;1.249000;1.829100;0.393220;0.393220;-0.930140;-0.930140;-2.596600;-3.438800;-3.438800;-4.165300;-4.165300;-2.933500;-2.358100;-2.358100;0.906620;0.906620;2.607200;3.288000;3.000000
1.758000;1.215700;1.215700;1.337800;1.337800;1.302300;1.302300;0.456780;0.456780;-0.427920;-0.427920;-0.305780;-0.305780;-0.427920;-0.427920;-0.546740;-0.546740;-0.668870;-0.427920;-0.427920;-0.427920;-0.427920;-0.427920;-0.427920;-0.550050;-0.550050;-0.305780;-0.305780;-0.427920;-0.427920;-0.427920;-0.427920;-0.427920;-0.427920;-0.305780;-0.427920;-0.427920;-0.550050;-0.550050;-0.550050;-0.550050;-0.309090;-0.309090;0.274070;0.274070;0.975090;0.975090;1.972300;1.972300;2.510700;2.510700;2.683800;1.970000;1.970000;1.399600;1.399600;0.393890;0.393890;-0.144570;-0.144570;2.000000
2.585100;1.972500;1.972500;0.725360;0.725360;-0.260690;-0.260690;-0.260690;-0.260690;-0.232880;-0.232880;-0.334770;-0.334770;-0.334770;-0.334770;-0.334770;-0.530560;-0.530560;-0.632450;-0.632450;-0.632450;-0.632450;-0.738220;-0.738220;-0.738220;-0.749800;-0.749800;-0.538430;-0.538430;-0.538430;-0.538430;-0.432660;-0.432660;-0.432660;-0.323190;-0.323190;-0.432660;-0.432660;-0.542140;-0.542140;-0.432660;-0.432660;-0.054978;0.902550;0.902550;1.889400;1.889400;2.788300;2.788300;3.268200;3.268200;3.218700;3.218700;2.045900;0.946180;0.946180;0.156670;0.156670;-0.548750;-0.548750;4.000000
3.401100;2.779700;2.779700;1.472900;1.472900;0.572940;0.572940;-0.160490;-0.160490;-0.483940;-0.483940;-0.483940;-0.483940;-0.390950;-0.390950;-0.297970;-0.297970;-0.297970;-0.297970;-0.297970;-0.297970;-0.297970;-0.297970;-0.297970;-0.297970;-0.483940;-0.483940;-0.483940;-0.483940;-0.483940;-0.483940;-0.483940;-0.580470;-0.580470;-0.390950;-0.390950;-0.390950;-0.390950;-0.487490;-0.487490;-0.250480;-0.250480;0.082031;0.082031;0.356890;0.356890;0.670440;0.670440;1.126000;1.126000;1.076900;1.076900;1.184900;1.184900;0.919500;0.605950;0.605950;0.246890;0.246890;0.059007;1.000000
3.372300;2.892700;2.892700;1.780700;1.780700;0.910240;-0.032571;-0.032571;-0.577810;-0.577810;-0.360960;-0.250850;-0.250850;-0.471080;-0.360960;-0.360960;-0.360960;-0.360960;-0.584260;-0.471080;-0.471080;-0.360960;-0.360960;-0.360960;-0.360960;-0.360960;-0.247780;-0.247780;-0.360960;-0.360960;-0.360960;-0.360960;-0.360960;-0.360960;-0.360960;-0.360960;-0.360960;-0.360960;-0.360960;-0.360960;-0.360960;-0.250850;0.006544;0.006544;0.470130;0.470130;1.132700;1.683300;1.683300;2.017700;2.144200;2.144200;1.680600;1.680600;1.018100;0.588460;0.588460;0.144000;0.144000;-0.360960;2.000000
2.555200;2.369300;2.369300;2.031500;2.031500;1.198500;0.180490;0.180490;-0.564790;-0.564790;-0.564790;-0.455590;-0.455590;-0.455590;-0.349740;-0.349740;-0.240550;-0.240550;-0.240550;-0.458940;-0.458940;-0.458940;-0.349740;-0.349740;-0.349740;-0.349740;-0.349740;-0.240550;-0.240550;-0.240550;-0.240550;-0.349740;-0.458940;-0.458940;-0.458940;-0.458940;-0.458940;-0.458940;-0.458940;-0.571180;-0.240550;-0.240550;-0.349740;-0.349740;-0.091190;0.474440;0.474440;1.243700;1.510900;1.510900;2.148100;2.148100;2.121600;1.556000;1.556000;0.898950;0.898950;0.529230;0.001166;0.001166;2.000000
2.791700;2.791700;2.166600;2.166600;1.499000;1.499000;0.562150;0.562150;0.146360;0.146360;-0.521190;-0.521190;-0.429290;-0.429290;-0.524940;-0.524940;-0.333650;-0.333650;-0.616840;-0.616840;-0.524940;-0.524940;-0.524940;-0.524940;-0.429290;-0.429290;-0.524940;-0.524940;-0.528580;-0.528580;-0.528580;-0.528580;-0.528580;-0.528580;-0.429290;-0.429290;-0.528580;-0.528580;-0.234360;-0.234360;-0.000669;-0.000669;0.228470;0.228470;0.496350;0.496350;1.040700;1.040700;1.175100;1.175100;1.175100;1.470100;1.470100;1.586600;1.586600;1.219400;1.219400;0.891480;0.891480;0.679280;1.000000
1.648800;1.362000;1.362000;1.166200;1.166200;0.190380;-0.428900;-0.428900;-0.398960;-0.398960;-0.398960;-0.639250;-0.639250;-0.398960;-0.398960;-0.520750;-0.398960;-0.398960;-0.398960;-0.398960;-0.277160;-0.520750;-0.520750;-0.277160;-0.277160;-0.520750;-0.520750;-0.520750;-0.520750;-0.520750;-0.277160;-0.277160;-0.398960;-0.277160;-0.277160;-0.277160;-0.277160;-0.277160;-0.520750;-0.520750;-0.398960;-0.398960;-0.280460;0.230680;0.230680;0.895450;0.895450;1.732700;2.110500;2.110500;2.445000;2.445000;2.062800;1.398000;1.398000;0.682600;0.682600;0.183020;-0.139700;-0.139700;2.000000
2.849500;2.222500;2.222500;1.543500;1.543500;0.618940;0.618940;-0.162880;-0.162880;-0.309430;-0.309430;-0.111290;-0.111290;-0.122880;-0.122880;-0.122880;-0.122880;-0.035511;-0.035511;-0.222010;-0.222010;-0.229880;-0.229880;-0.408550;-0.408550;-0.321190;-0.321190;-0.495920;-0.495920;-0.499860;-0.499860;-0.682470;-0.682470;-0.499860;-0.499860;-0.682470;-0.682470;-0.694230;-0.694230;-0.408550;-0.408550;0.283320;0.283320;0.925000;0.925000;1.979500;1.979500;2.761400;2.761400;3.111100;3.111100;2.407900;2.407900;1.448200;1.448200;0.373270;0.373270;-0.427290;-0.427290;-1.091000;4.000000
2.367500;1.953200;1.953200;1.415500;0.786460;0.786460;-0.013873;-0.013873;-0.346780;-0.346780;-0.346780;-0.346780;-0.346780;-0.346780;-0.263180;-0.263180;-0.263180;-0.263180;-0.263180;-0.263180;-0.263180;-0.263180;-0.349110;-0.349110;-0.437080;-0.437080;-0.437080;-0.437080;-0.349110;-0.349110;-0.263180;-0.089290;-0.089290;-0.089290;-0.089290;-0.089290;-0.263180;-0.263180;0.197080;1.014900;1.014900;2.102000;2.102000;2.805400;3.125400;3.125400;2.050600;0.272030;0.272030;-1.627200;-3.013500;-3.013500;-3.651800;-3.651800;-3.296200;-2.231700;-2.231700;-2.065500;-2.342400;-2.342400;3.000000
2.725500;2.240600;2.240600;1.175400;1.175400;0.123120;-0.474580;-0.474580;-0.549270;-0.549270;-0.451190;-0.248150;-0.248150;-0.349670;-0.349670;-0.349670;-0.349670;-0.454400;-0.454400;-0.454400;-0.663570;-0.663570;-0.454400;-0.454400;-0.454400;-0.349670;-0.349670;-0.244930;-0.242020;-0.242020;-0.349670;-0.349670;-0.349670;-0.244930;-0.244930;-0.562050;-0.562050;-0.349670;-0.457320;-0.457320;-0.349670;-0.349670;-0.454400;0.376740;0.376740;0.886990;0.886990;1.766000;1.766000;1.986000;2.497800;2.497800;1.879100;1.879100;1.261100;0.260690;0.260690;0.047044;0.047044;-0.578810;2.000000
2.092600;1.820500;1.820500;1.189600;0.589400;0.589400;0.166570;-0.073585;-0.073585;-0.226230;-0.148860;-0.148860;-0.073585;-0.226230;-0.226230;-0.301510;-0.226230;-0.226230;-0.226230;-0.378880;-0.378880;-0.303600;-0.303600;-0.303600;-0.382820;-0.463560;-0.463560;-0.305440;-0.386190;-0.386190;-0.305440;-0.147020;-0.147020;0.011100;0.011100;-0.147020;0.189330;0.189330;0.516400;1.323700;1.323700;2.014300;2.598300;2.598300;2.531800;1.802600;1.802600;0.333170;-1.181200;-1.181200;-2.627300;-3.213800;-3.213800;-3.326300;-2.655800;-2.655800;-1.589200;-1.057500;-1.057500;-1.638900;3.000000
2.438200;2.051600;2.051600;1.442800;1.442800;0.674280;0.674280;-0.048630;-0.048630;-0.174340;-0.345660;-0.345660;-0.261480;-0.261480;-0.261480;-0.261480;-0.345660;-0.429850;-0.429850;-0.261480;-0.261480;-0.429850;-0.429850;-0.429850;-0.429850;-0.261480;-0.261480;-0.261480;-0.429850;-0.429850;-0.261480;-0.261480;-0.345660;-0.429850;-0.429850;-0.516990;-0.516990;-0.432800;-0.432800;-0.606880;-0.606880;-0.432800;-0.180380;-0.180380;0.466910;0.466910;1.133700;1.133700;1.869300;1.869300;2.207100;2.151300;2.151300;1.493300;1.493300;0.628360;0.628360;-0.116670;-0.643120;-0.643120;4.000000
3.462100;2.951100;2.951100;2.055200;2.055200;1.107200;0.191020;0.191020;-0.189740;-0.189740;-0.429170;-0.429170;-0.551120;-0.551120;-0.551120;-0.551120;-0.551120;-0.668600;-0.551120;-0.551120;-0.307210;-0.307210;-0.307210;-0.307210;-0.429170;-0.429170;-0.429170;-0.307210;-0.307210;-0.429170;-0.551120;-0.551120;-0.429170;-0.429170;-0.555390;-0.677340;-0.677340;-0.807560;-0.807560;-0.429170;-0.429170;-0.013645;0.504940;0.504940;0.863060;0.863060;1.426300;1.442300;1.442300;1.135000;1.135000;0.973000;0.614880;0.614880;0.064368;0.064368;-0.320960;-0.320960;-0.537380;-0.970200;3.000000
2.687500;2.260200;2.260200;1.541100;1.541100;0.766800;0.278080;0.278080;-0.355230;-0.355230;-0.257330;-0.355230;-0.355230;-0.355230;-0.355230;-0.453120;-0.257330;-0.257330;-0.453120;-0.453120;-0.257330;-0.355230;-0.355230;-0.456550;-0.554440;-0.554440;-0.456550;-0.456550;-0.658970;-0.456550;-0.456550;-0.459750;-0.459750;-0.459750;-0.459750;-0.459750;-0.355230;-0.355230;-0.567190;-0.250700;-0.250700;-0.149380;-0.149380;0.363300;0.964050;0.964050;1.692800;1.692800;2.017900;2.396300;2.396300;1.999100;1.999100;1.513200;1.005700;1.005700;0.468600;0.468600;-0.011049;-0.355230;2.000000
2.085300;1.636700;1.636700;1.117800;0.517230;0.517230;0.056671;-0.224640;-0.224640;-0.154280;-0.154280;-0.154280;-0.224640;-0.224640;-0.224640;-0.294990;-0.294990;-0.294990;-0.294990;-0.294990;-0.224640;-0.224640;-0.224640;-0.296950;-0.296950;-0.296950;-0.224640;-0.224640;-0.224640;-0.224640;-0.152320;-0.152320;-0.081966;-0.081966;-0.027398;0.543890;0.543890;1.135900;1.674500;1.674500;2.018400;2.022200;2.022200;1.152500;0.242160;0.242160;-0.633840;-1.048100;-1.048100;-2.492200;-2.668700;-2.668700;-2.505500;-2.505500;-2.621500;-2.831800;-2.831800;-2.196100;-1.822500;-1.822500;3.000000
2.725300;2.178400;2.178400;1.169800;1.169800;0.284350;0.284350;-0.446080;-0.446080;-0.418520;-0.418520;-0.418520;-0.418520;-0.418520;-0.418520;-0.418520;-0.418520;-0.418520;-0.418520;-0.418520;-0.418520;-0.418520;-0.530610;-0.530610;-0.418520;-0.418520;-0.418520;-0.418520;-0.418520;-0.418520;-0.418520;-0.418520;-0.306440;-0.306440;-0.418520;-0.418520;-0.418520;-0.418520;-0.418520;-0.418520;-0.418520;-0.418520;-0.418520;-0.309480;-0.309480;0.374390;0.374390;1.206400;1.206400;2.075900;2.075900;2.666700;2.666700;3.148500;3.148500;2.232900;2.232900;1.282200;1.282200;0.172260;4.000000
3.280600;2.530300;2.530300;1.822600;1.822600;0.697370;-0.036051;-0.036051;-0.690540;-0.690540;-0.566680;-0.566680;-0.438910;-0.311130;-0.311130;-0.311130;-0.311130;-0.438910;-0.438910;-0.438910;-0.566680;-0.566680;-0.438910;-0.438910;-0.438910;-0.311130;-0.311130;-0.187280;-0.187280;-0.311130;-0.566680;-0.566680;-0.566680;-0.566680;-0.438910;-0.438910;-0.562770;0.271280;0.271280;0.739910;0.739910;0.956850;1.120400;1.120400;1.498300;1.498300;0.570760;0.570760;0.405580;0.585550;0.585550;0.413930;0.413930;-0.083725;-0.092354;-0.092354;-0.475810;-0.475810;-1.062400;-1.062400;3.000000
2.633300;1.878400;1.878400;1.162000;1.162000;0.075382;0.075382;3.708400;3.708400;-0.231070;-0.231070;-0.231070;-0.231070;-0.331970;-0.331970;-0.429160;-0.429160;-0.429160;-0.429160;-0.526360;-0.526360;-0.526360;-0.526360;-0.526360;-0.526360;-0.429160;-0.429160;-0.429160;-0.429160;-0.429160;-0.429160;-0.429160;-0.530060;-0.530060;-0.429160;-0.429160;-0.530060;-0.530060;-0.530060;-0.530060;-0.634490;-0.634490;-0.429160;-0.429160;-0.429160;-0.429160;0.271890;0.271890;0.929030;0.929030;1.580600;1.580600;2.157000;2.157000;2.543400;1.824800;1.824800;0.929620;0.929620;0.501500;4.000000
2.144300;1.324800;1.324800;0.109650;0.109650;-0.329900;-0.329900;-0.329900;-0.329900;-0.586330;-0.586330;-0.586330;-0.586330;-0.408900;-0.408900;-0.586330;-0.586330;-0.499270;-0.499270;-0.318540;-0.318540;-0.318540;-0.318540;-0.499270;-0.499270;-0.318540;-0.318540;-0.318540;-0.318540;-0.499270;-0.499270;-0.499270;-0.499270;-0.408900;-0.408900;-0.592810;-0.592810;-0.592810;-0.592810;-0.502440;-0.502440;-0.276880;-0.276880;0.090781;0.090781;0.622220;0.622220;0.999130;0.999130;1.412700;1.412700;1.476300;1.476300;1.418800;1.418800;0.875840;0.875840;0.710040;0.710040;0.509700;1.000000
1.895400;1.774500;1.774500;1.305900;0.787230;0.787230;0.214170;0.214170;-0.093821;-0.238330;-0.238330;-0.238330;-0.238330;-0.238330;-0.238330;-0.238330;-0.309340;-0.167320;-0.167320;-0.167320;-0.167320;-0.167320;-0.238330;-0.238330;-0.167320;-0.309340;-0.309340;-0.309340;-0.309340;-0.309340;-0.167320;-0.382840;-0.382840;-0.208120;-0.208120;0.288590;0.929350;0.929350;1.575000;2.108000;2.108000;2.216100;2.216100;1.132200;-0.011670;-0.011670;-1.315000;-2.243100;-2.243100;-2.872300;-2.675300;-2.675300;-2.995800;-2.995800;-2.738500;-1.684100;-1.684100;-0.727060;1.360500;1.360500;3.000000
1.300900;0.252560;0.252560;1.017100;1.017100;1.629500;1.629500;2.451800;2.451800;2.377400;2.377400;2.377400;2.377400;2.377400;2.377400;2.377400;2.377400;2.377400;2.377400;2.377400;2.377400;2.377400;2.377400;2.377400;2.377400;2.377400;2.377400;2.377400;2.377400;2.377400;2.377400;2.377400;2.377400;2.377400;2.377400;2.377400;2.377400;2.377400;2.377400;2.377400;2.377400;2.377400;2.377400;-0.007554;-0.007554;0.409550;0.784160;0.784160;1.146600;1.146600;1.220400;1.220400;0.741610;0.741610;0.197820;-0.176790;-0.176790;-0.603630;-0.603630;-0.850010;4.000000
3.354700;2.871800;2.871800;1.895000;1.895000;1.148900;1.148900;-0.038851;-0.733530;-0.733530;-0.323210;-0.323210;-0.052559;-0.458720;-0.458720;-0.183920;-0.183920;-0.183920;-0.183920;-0.594240;-0.864890;-0.864890;-0.323210;-0.323210;-0.594240;-0.594240;-0.594240;-0.458720;-0.458720;-0.319430;-0.319430;-0.594240;-0.458720;-0.458720;-0.458720;-0.458720;0.057317;0.057317;0.901760;1.251600;1.251600;1.654200;1.654200;2.108100;2.108100;1.592000;0.395270;0.395270;0.157990;0.157990;-0.004838;-0.004838;-0.458720;-0.580980;-0.580980;-0.346110;-0.346110;-0.458720;-0.918810;-0.918810;3.000000
